,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
171,上海一起作业信息科技有限公司,一起教育科技,2000人以上,D轮及以上,朝阳区,Python高级工程师（技术平台）,5-10年,本科,25k-50k,轻松的氛围 六险一金 福利年假 绩效奖金,"移动互联网,教育",开发|测试|运维类,"节日礼物,岗位晋升,扁平管理,领导好",后端开发,北京
172,深圳市傲冠软件股份有限公司,傲冠软件,150-500人,上市公司,福田区,python web开发工程师,1-3年,大专,10k-20k,五险一金 年终分红 带薪年假 定期体检,企业服务,开发|测试|运维类,"五险一金,股票期权,定期体检,带薪年假",后端开发,深圳
173,深圳市普特生物医学工程有限公司,普特生物医学,150-500人,不需要融资,南山区,python开发工程师,3-5年,本科,13k-20k,"周末双休,五险一金,带薪年假,地铁沿线",医疗丨健康,开发|测试|运维类,,后端开发,深圳
174,北京国研网信息股份有限公司,国研网,150-500人,上市公司,武侯区,python爬虫工程师,1-3年,本科,6k-8k,央企 超长假期 工会福利 五险一金 体检,"企业服务,数据服务",开发|测试|运维类,"专项奖金,年终分红,定期体检,弹性工作",后端开发,成都
175,深圳市比一比网络科技有限公司,深圳市比一比网络科技有限公司,50-150人,B轮,南山区,python高级开发工程师,3-5年,本科,15k-25k,五险一金 双休 节日福利,"电商,数据服务",开发|测试|运维类,"技能培训,股票期权,带薪年假,岗位晋升",后端开发,深圳
176,千寻位置网络有限公司,千寻位置,500-2000人,不需要融资,杨浦区,Python开发工程师/架构师,5-10年,本科,25k-50k,阿里+中兵合资 补充商保 餐补,移动互联网,开发|测试|运维类,"节日礼物,股票期权,带薪年假,绩效奖金",后端开发,上海
177,北京国研网信息股份有限公司,国研网,150-500人,上市公司,武侯区,高级python开发工程师,5-10年,本科,10k-20k,央企 发展前景 超长假期 工会 餐补 全勤奖,"企业服务,数据服务",开发|测试|运维类,"专项奖金,年终分红,定期体检,弹性工作",后端开发,成都
178,广州中康资讯股份有限公司,中康资讯,150-500人,不需要融资,天河区,Python爬虫工程师(J10205),5-10年,本科,18k-25k,朝阳行业 福利齐全 技术大咖齐聚,"移动互联网,医疗丨健康",开发|测试|运维类,"扁平管理,岗位晋升,五险一金,绩效奖金",数据开发,广州
179,武汉小果科技有限公司,森果,50-150人,天使轮,江夏区,python后端,1-3年,本科,9k-15k,技术大牛，项目奖金，自主研发，提供mac,"移动互联网,企业服务",开发|测试|运维类,"股票期权,弹性工作,节日礼物,领导好",后端开发,武汉
180,深圳市博悦科创科技有限公司,博悦科创,500-2000人,不需要融资,福田区,python后端,1-3年,本科,10k-15k,"五险一金,双休,年终奖,年度旅游",移动互联网,开发|测试|运维类,"年底双薪,定期体检,绩效奖金,技能培训",后端开发,深圳
181,上海贝耳塔信息技术有限公司,Beta财富,150-500人,B轮,浦东新区,大数据开发工程师（python）,3-5年,本科,35k-45k,股票期权 年终奖 五险二金 前沿科技,金融,开发|测试|运维类,"技能培训,专项奖金,股票期权,带薪年假",后端开发,上海
182,广州中康资讯股份有限公司,中康资讯,150-500人,不需要融资,天河区,高级Python工程师（爬虫）(J10059),5-10年,本科,15k-25k,大健康行业 发展前景大 福利齐全 氛围佳,"移动互联网,医疗丨健康",开发|测试|运维类,"扁平管理,岗位晋升,五险一金,绩效奖金",数据开发,广州
183,上海微创软件股份有限公司,微创软件,2000人以上,不需要融资,闵行区,后台开发工程师（C#/.NET/Python),1-3年,本科,12k-20k,微软技术 大数据,"企业服务,移动互联网",开发|测试|运维类,"绩效奖金,带薪年假,定期体检,弹性工作",后端开发,上海
184,北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,南山区,python开发工程师,5-10年,本科,20k-40k,人工智能独角兽,人工智能,开发|测试|运维类,"五险一金,弹性工作,丰盛三餐,发展空间大",后端开发,深圳
185,北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,徐汇区,python开发工程师,5-10年,本科,20k-40k,人工智能独角兽,人工智能,开发|测试|运维类,"五险一金,弹性工作,丰盛三餐,发展空间大",后端开发,上海
186,武汉哥本巷科技有限公司,哥本巷,15-50人,未融资,洪山区,python中级开发工程师,3-5年,本科,10k-20k,五险一金，餐补，带薪年假，双休,"移动互联网,数据服务",开发|测试|运维类,"绩效奖金,午餐补助,带薪年假,节日礼物",后端开发,武汉
187,雷神科技有限公司,雷神,150-500人,未融资,南山区,python爬虫开发,5-10年,本科,15k-25k,五险一金 年底双薪,软件开发,开发|测试|运维类,"年底双薪,股票期权,绩效奖金,年终分红",后端开发,深圳
188,北京博派通达科技有限公司,博派通达,150-500人,C轮,朝阳区,Python开发工程师,3-5年,大专,15k-30k,"周末双休,带薪年假,五险一金,节日福利","移动互联网,硬件",开发|测试|运维类,"年底双薪,股票期权,带薪年假,扁平管理",后端开发,北京
189,万翼科技有限公司,万科,2000人以上,上市公司,南山区,python后台开发工程师,1-3年,本科,15k-30k,"世界五百强,地产龙头,薪资福利佳,挑战大",房产家居,开发|测试|运维类,"绩效奖金,岗位晋升,管理规范,通讯津贴",后端开发,深圳
190,北京多贝兄弟信息技术有限公司,多贝网,50-150人,上市公司,海淀区,python开发工程师,1-3年,本科,15k-25k,六险一金 免费午餐 不打卡 都是年轻人,教育,开发|测试|运维类,"都是年轻人,不打卡,自助餐管饱,娱乐活动管够",后端开发,北京
191,西安智园软件开发管理有限公司,Wisdom Garden,50-150人,A轮,高新技术产业开发区,Python高级工程师,5-10年,不限,13k-26k,弹性扁平 福利棒 大牛同你一起飞,教育,开发|测试|运维类,"敏捷开发,Mac高配,六险一金,扁平化管理",后端开发,西安
192,珠海景秀科技有限公司,景秀科技,15-50人,天使轮,香洲区,python开发工程师,1-3年,本科,10k-16k,年轻团队、快速提升、按能力定薪10k-16k,移动互联网 教育,开发|测试|运维类,,后端开发,珠海
193,广州光点信息科技有限公司,光点科技,50-150人,未融资,虹口区,联邦学习算法工程师/Python高级工程师,1-3年,本科,9k-15k,发展前进好,"移动互联网,数据服务",开发|测试|运维类,"学习培训,管理规范,节日礼物,五险一金",人工智能,上海
194,北京创源微致软件有限公司,创源微致,50-150人,不需要融资,吴江区,Python开发主管,5-10年,本科,25k-30k,发展平台,移动互联网,开发|测试|运维类,"年底双薪,带薪年假,岗位晋升,扁平管理",后端开发,苏州
195,北京向上一心科技有限公司,老虎集团,500-2000人,上市公司,朝阳区,Python开发工程师,3-5年,本科,20k-40k,优秀的团队，完善的福利待遇，弹性工作时间,"移动互联网,金融",开发|测试|运维类,"绩效奖金,年底双薪,带薪年假,定期体检",后端开发,北京
196,杭州映云科技有限公司,映云科技,50-150人,A轮,五华区,Python工程师,不限,本科,6k-12k,"期权,奖金,各类补贴,节日福利","企业服务,物联网",开发|测试|运维类,"开源软件,全球运营,股票期权,带薪年假",后端开发,昆明
197,深圳众禄基金销售股份有限公司,众禄基金,150-500人,上市公司,罗湖区,Python开发工程师,3-5年,大专,15k-25k,"团队氛围,高速发展,互联网金融,五险一金","移动互联网,金融",开发|测试|运维类,"股票期权,绩效奖金,带薪年假,通讯津贴",后端开发,深圳
198,北京通力互联技术服务有限公司,通力互联,2000人以上,不需要融资,龙岗区,python开发,5-10年,本科,15k-23k,弹性工作时间，班车，有技术大牛,软件开发,开发|测试|运维类,"绩效奖金,交通补助,定期体检,通讯津贴",后端开发,深圳
199,广州中康资讯股份有限公司,中康资讯,150-500人,不需要融资,天河区,爬虫工程师(Python),3-5年,本科,12k-18k,发展前景大 福利齐全,"移动互联网,医疗丨健康",开发|测试|运维类,"扁平管理,岗位晋升,五险一金,绩效奖金",数据开发,广州
200,广州中康资讯股份有限公司,中康资讯,150-500人,不需要融资,天河区,高级爬虫工程师(Python),5-10年,本科,15k-20k,发展前景大 福利齐全,"移动互联网,医疗丨健康",开发|测试|运维类,"扁平管理,岗位晋升,五险一金,绩效奖金",数据开发,广州
201,深圳茂源资本资产管理有限公司,茂源资本,150-500人,不需要融资,南山区,python开发工程师,3-5年,本科,18k-35k,高年终高福利 员工基金 公司无息贷款,金融,开发|测试|运维类,"年终分红,专项奖金,绩效奖金,股票期权",后端开发,深圳
202,九章算法（杭州）科技有限公司,九章算法,50-150人,未融资,西湖区,python开发工程师,1-3年,本科,10k-16k,五险一金、双休、带薪年假、零食、团建、技术大牛,"移动互联网,教育",开发|测试|运维类,"带薪年假,绩效奖金,节日礼物,五险一金",后端开发,杭州
203,杭州安恒信息技术股份有限公司,安恒信息,500-2000人,上市公司,滨江区,python开发工程师,1-3年,本科,10k-20k,五险一金 周末双休 节日福利,"信息安全,数据服务",开发|测试|运维类,"年终分红,股票期权,绩效奖金,五险一金",后端开发,杭州
204,卧安科技（深圳）有限公司,卧安科技,50-150人,A轮,宝安区,Python开发工程师,1-3年,本科,10k-20k,弹性工作制 年终奖 季度奖 节日福利,"物联网,硬件",开发|测试|运维类,,后端开发,深圳
205,翼健（上海）信息科技有限公司,BaseBit AI 翼方健数,50-150人,B轮,长宁区,Python开发工程师,1-3年,本科,12k-20k,发展快速；晋升空间；股权激励,医疗丨健康,开发|测试|运维类,"带薪年假,弹性工作,年度旅游,节日礼物",后端开发,上海
206,互道信息技术（上海）有限公司,NextTao 互道信息,50-150人,B轮,浦东新区,Python工程师,3-5年,本科,13k-20k,"技术前沿,大数据平台","移动互联网,电商",开发|测试|运维类,"节日礼物,技能培训,年底双薪,年度旅游",后端开发,上海
207,深圳市金证科技股份有限公司,金证股份,2000人以上,上市公司,海淀区,python实习生,在校/应届,本科,4k-6k,餐补、转正机会,金融,开发|测试|运维类,"激情的团队,股票期权,努力变大牛,有舞台给您跳",后端开发,北京
208,深圳市易博天下科技有限公司,易博天下,150-500人,上市公司,南山区,python开发工程师,3-5年,本科,18k-33k,技术驱动、发展前景好、绩效奖金、年终奖,"移动互联网,消费生活",开发|测试|运维类,"年底双薪,股票期权,带薪年假,创业公司范儿",后端开发,深圳
209,西安奥途网络科技有限公司,奥途网络,150-500人,不需要融资,浦东新区,python开发工程师,3-5年,本科,12k-20k,做五休二 不加班,软件开发,开发|测试|运维类,,后端开发,上海
210,西安奥途网络科技有限公司,奥途网络,150-500人,不需要融资,滨江区,python开发工程师,1-3年,本科,12k-22k,绩效薪资 加班补贴,软件开发,开发|测试|运维类,,后端开发,杭州
211,北京聚云数字信息技术有限公司,聚云数字,50-150人,未融资,朝阳区,python开发工程师,3-5年,本科,17k-25k,五险一金、免费午餐、加班补助、带薪休假,广告营销,开发|测试|运维类,,后端开发,北京
212,北京数制科技有限公司,数制科技,50-150人,A轮,朝阳区,python研发工程师,1-3年,本科,15k-25k,"五险一金,福利好,地铁周边,试用全薪","移动互联网,数据服务",开发|测试|运维类,"绩效奖金,定期体检,带薪年假,弹性工作",后端开发,北京
213,北京映天下网络科技有限公司,映天下,150-500人,未融资,武昌区,Python爬虫工程师,1-3年,本科,8k-10k,六险一金、双休、薪资福利优厚,"移动互联网,广告营销",开发|测试|运维类,"带薪年假,通讯津贴,交通补助,午餐补助",后端开发,武汉
214,北京感易智能科技有限公司,感易智能,50-150人,B轮,海淀区,后端研发工程师（java/python）,1-3年,本科,15k-30k,16薪，免费三餐，补充医疗，住房补贴,"金融,数据服务",开发|测试|运维类,"金融数据AI,快速发展,发展空间++,股票期权",后端开发,北京
215,广州市咪佰信息科技有限公司,咪佰科技,少于15人,未融资,番禺区,Python后端开发工程师,在校/应届,本科,8k-12k,双休 下午茶 扁平化管理,"移动互联网,广告营销",开发|测试|运维类,"年度旅游,节日礼物,领导好,扁平管理",后端开发,广州
216,北京乐我无限科技有限责任公司,乐我无限,500-2000人,B轮,朝阳区,Python研发工程师,1-3年,本科,18k-30k,六险一金 大牛团队,"移动互联网,社交",开发|测试|运维类,"带薪年假,午餐补助,专项奖金,绩效奖金",后端开发,北京
217,深圳市立新出行信息技术有限公司,立新出行,50-150人,不需要融资,宝安区,Python后台开发工程师,不限,本科,15k-30k,公积金全额10%，免费零食，周末双休,"电商,消费生活",开发|测试|运维类,"年底双薪,股票期权,带薪年假,绩效奖金",后端开发,深圳
218,北京鸿盈信息技术有限公司,360,2000人以上,上市公司,朝阳区,python开发工程师,3-5年,本科,15k-30k,六险一金 弹性时间 理发按摩 12天年假,信息安全,开发|测试|运维类,"专项奖金,年底双薪",后端开发,北京
219,携程计算机技术（上海）有限公司,携程集团,2000人以上,上市公司,长宁区,Python开发工程师,1-3年,本科,15k-30k,发展前景好 实力背景佳,旅游,开发|测试|运维类,"绩效奖金,股票期权,五险一金,交通补助",后端开发,上海
220,易宝软件科技（南京）有限公司,易宝软件科技（南京）有限公司,150-500人,上市公司,东莞市市辖区,python开发工程师,1-3年,本科,10k-15k,发展前景好，团对研发实力强,移动互联网,开发|测试|运维类,,后端开发,东莞
221,北京奥鹏远程教育中心有限公司,慕课网,50-150人,不需要融资,海淀区,Python教学实习生,在校/应届,不限,3k-5k,转正机会、行业翘楚、团队优秀、福利多多,"移动互联网,教育",开发|测试|运维类,"节日礼物,技能培训,节日礼品卡,月度团建",后端开发,北京
222,广东讯飞启明科技发展有限公司,讯飞启明,150-500人,上市公司,高新区,go/python软件开发工程师-教育BG-合肥,在校/应届,本科,10k-15k,职业发展,教育,开发|测试|运维类,"年底双薪 ,股票期权 ,专项奖金 ,五险一金 ",后端开发,合肥
223,杭州知衣科技有限公司,知衣科技,50-150人,A轮,萧山区,python实习生,在校/应届,本科,2k-3k,大牛团队 大数据产品,"移动互联网,电商",开发|测试|运维类,"大牛团队,扁平管理,年底双薪,股票期权",后端开发,杭州
224,北京点石经纬科技有限公司,OKAY智慧教育,500-2000人,B轮,海淀区,Python/Golang工程师,3-5年,本科,18k-30k,发展有前景,"移动互联网,教育",开发|测试|运维类,"五险一金,带薪年假,节日礼物,午餐补助",后端开发,北京
225,中国科学院信息工程研究所,中科院信工所,500-2000人,不需要融资,海淀区,网络测绘python研发工程师,在校/应届,本科,8k-9k,优秀团队，免费体检，优秀团队，工作稳定,移动互联网,开发|测试|运维类,"免费班车,带薪年假,绩效奖金,岗位晋升",后端开发,北京
226,北京慕华信息科技有限公司,学堂在线,150-500人,B轮,海淀区,python开发工程师,3-5年,本科,15k-25k,年终奖 五险一金 年假 体检 节日生日福利,"移动互联网,教育",开发|测试|运维类,"带薪年假,氛围轻松,五险一金,交通补贴",后端开发,北京
227,千寻位置网络有限公司,千寻位置,500-2000人,不需要融资,杨浦区,2021校招-Python开发工程师,在校/应届,本科,15k-30k,阿里+中兵合资 餐补 补充商保 成长空间大,移动互联网,开发|测试|运维类,"节日礼物,股票期权,带薪年假,绩效奖金",后端开发,上海
228,生仝智能科技（北京）有限公司,生仝智能,15-50人,天使轮,大兴区,数据分析实习生（python）,在校/应届,硕士,5k-10k,集团子公司，新成立团队，前景广阔，,移动互联网,开发|测试|运维类,"绩效奖金,专项奖金,午餐补助,定期体检",数据开发,北京
229,朗新科技股份有限公司,朗新科技,2000人以上,上市公司,新吴区,Python开发工程师(J11786),在校/应届,本科,7k-10k,六险一金 周末双休 不打卡 年度体检,"移动互联网,企业服务",开发|测试|运维类,"技能培训,年底双薪,带薪年假,岗位晋升",后端开发,无锡
230,杭州云表汇通科技有限公司,云表汇通,15-50人,A轮,江干区,java/python工程师,在校/应届,不限,8k-16k,半年调薪,"数据服务,人工智能",开发|测试|运维类,,后端开发,杭州
231,盒你一起（北京）科技有限公司,盒子空间,150-500人,B轮,朝阳区,python工程师,3-5年,本科,15k-25k,95后北大创业团队,"移动互联网,消费生活",开发|测试|运维类,"绩效奖金,午餐补助,带薪年假,帅哥多",后端开发,北京
232,上海合阔信息技术有限公司,合阔信息,50-150人,B轮,长宁区,python开发工程师,3-5年,本科,15k-25k,市区地铁口 全额五险一金 双休,"企业服务,移动互联网",开发|测试|运维类,"年底双薪,带薪年假,定期体检,老板nice",后端开发,上海
233,上海合阔信息技术有限公司,合阔信息,50-150人,B轮,长宁区,python,3-5年,本科,18k-35k,全额缴纳五险一金，市区地铁口,"企业服务,移动互联网",开发|测试|运维类,"年底双薪,带薪年假,定期体检,老板nice",后端开发,上海
234,广州昕康信息科技有限公司,广州昕康,少于15人,未融资,番禺区,python后端工程师,在校/应届,本科,3k-6k,和谐团队、良好发展前景,医疗丨健康,开发|测试|运维类,"股票期权,岗位晋升,年度旅游,扁平管理",后端开发,广州
235,混沌时代（北京）教育科技有限公司,混沌大学,150-500人,不需要融资,海淀区,python开发工程师,在校/应届,本科,14k-20k,六险一金、大牛云集、学习文化,"移动互联网,教育",开发|测试|运维类,"弹性工作,扁平管理,领导好,五险一金",后端开发,北京
236,证通股份有限公司,证通股份,150-500人,不需要融资,浦东新区,python研发工程师,在校/应届,不限,12k-20k,"公司平台稳定有潜力,补充公积金,补充医疗","移动互联网,金融",开发|测试|运维类,"节日礼物,带薪年假,绩效奖金,岗位晋升",后端开发,上海
237,北京蓝色光标数字传媒科技有限公司,蓝标传媒,500-2000人,不需要融资,朝阳区,python开发工程师,3-5年,本科,15k-25k,技术能力最好的广告公司,"移动互联网,广告营销",开发|测试|运维类,"专项奖金,带薪年假,绩效奖金,扁平管理",后端开发,北京
238,翼健（上海）信息科技有限公司,BaseBit AI 翼方健数,50-150人,B轮,翔安区,python开发工程师,3-5年,本科,12k-20k,牛人带队,医疗丨健康,开发|测试|运维类,"带薪年假,弹性工作,年度旅游,节日礼物",后端开发,厦门
239,上海有个机器人有限公司,有个机器人,50-150人,B轮,静安区,Python开发工程师,3-5年,本科,20k-40k,领导nice 补充医疗保险,人工智能,开发|测试|运维类,"股票期权,带薪年假,弹性工作,年度旅游",后端开发,上海
240,上海有个机器人有限公司,有个机器人,50-150人,B轮,静安区,Python开发工程师,3-5年,本科,20k-40k,成长空间、技术大牛多,人工智能,开发|测试|运维类,"股票期权,带薪年假,弹性工作,年度旅游",后端开发,上海
241,达世咨询（北京）有限公司,达世咨询,少于15人,未融资,东城区,python开发工程师,1-3年,本科,15k-20k,"大牛多,不打卡",金融,开发|测试|运维类,,后端开发,北京
242,北京艾唯博瑞科技有限公司,艾唯博瑞,15-50人,未融资,东城区,Python工程师,3-5年,本科,12k-15k,发展前景好 接触新事物,"移动互联网,企业服务",开发|测试|运维类,"技能培训,节日礼物,绩效奖金,岗位晋升",后端开发,北京
243,亚洲保理（深圳）有限公司,亚洲保理,50-150人,A轮,南山区,Python开发工程师,1-3年,大专,10k-15k,项目主导 科技金融 薪资空间 福利待遇,金融,开发|测试|运维类,"技能培训,带薪年假,岗位晋升,周末双休",后端开发,深圳
244,知至科技（北京）有限公司,知至科技,少于15人,不需要融资,海淀区,python开发工程师,不限,本科,10k-18k,试用期五险一金 带薪年假 年底奖金 定期体检,"教育,软件开发",开发|测试|运维类,,后端开发,北京
245,深圳市创想三维科技有限公司,创想三维,500-2000人,未融资,龙华新区,python开发工程师,3-5年,本科,15k-20k,python,其他,开发|测试|运维类,,后端开发,深圳
246,百联全渠道电子商务有限公司,百联全渠道电商,500-2000人,不需要融资,黄浦区,python开发工程师,3-5年,本科,15k-25k,绩效奖金、 带薪年假、午餐补助、岗位晋升,"电商,消费生活",开发|测试|运维类,"节日礼物,岗位晋升,五险一金,午餐补助",后端开发,上海
247,上海微创软件股份有限公司,微创软件,2000人以上,不需要融资,海淀区,python开发工程师,1-3年,本科,12k-16k,五险一金 带薪年假 年终奖金 早十晚六,"企业服务,移动互联网",开发|测试|运维类,"绩效奖金,带薪年假,定期体检,弹性工作",后端开发,北京
248,武汉海星通技术股份有限公司,武汉海星通技术股份有限公司,50-150人,不需要融资,江汉区,python开发工程师,1-3年,本科,9k-16k,五险、周末单双休、创业公司、定期团建,"移动互联网,人工智能",开发|测试|运维类,"带薪年假,交通补助,绩效奖金,午餐补助",后端开发,武汉
249,联合信用投资咨询有限公司,联合咨询,50-150人,不需要融资,和平区,Python工程师,1-3年,本科,8k-13k,"技术导向,扁平管理,用餐免费,福利补贴","金融,数据服务",开发|测试|运维类,"绩效奖金,交通补助,通讯津贴,定期体检",后端开发,天津
250,武汉小果科技有限公司,森果,50-150人,天使轮,江夏区,高级 Python 后端开发工程师,5-10年,本科,15k-25k,丰厚的待遇，期权，施展才能的空间,"移动互联网,企业服务",开发|测试|运维类,"股票期权,弹性工作,节日礼物,领导好",后端开发,武汉
251,上海网达软件股份有限公司,网达软件,500-2000人,上市公司,浦东新区,python开发工程师,3-5年,本科,10k-20k,上市公司 技术大牛 团队氛围,"移动互联网,电商",开发|测试|运维类,"股票期权,带薪年假,绩效奖金,岗位晋升",后端开发,上海
252,令克软件（杭州）有限公司,令克软件,50-150人,不需要融资,余杭区,python爬虫工程师,3-5年,大专,8k-12k,年终奖 补贴,软件开发,开发|测试|运维类,,后端开发,杭州
253,嘉实基金管理有限公司,嘉实基金,500-2000人,不需要融资,东城区,python开发工程师,不限,本科,13k-19k,职业发展前景广阔,"金融,人工智能",开发|测试|运维类,"五险一金,带薪年假,定期体检,扁平管理",后端开发,北京
254,北京智合大方科技有限公司,客知音,50-150人,A轮,东城区,python开发工程师,3-5年,本科,18k-26k,行业大牛，包两餐，地理位置方便，股票期权,"企业服务,移动互联网",开发|测试|运维类,"年终分红,带薪年假,交通补助,午餐补助",后端开发,北京
255,深圳市领星网络科技有限公司,领星,50-150人,A轮,南山区,python开发工程师,5-10年,本科,20k-35k,发展前景好，团队实力强，福利待遇好,"电商,企业服务",开发|测试|运维类,"五险一金,年终奖,股票期权,定期体检",后端开发,深圳
256,北京木瓜移动科技股份有限公司,木瓜移动,150-500人,B轮,海淀区,Python开发工程师,1-3年,本科,20k-35k,海外市场，团队氛围好，牛人多,移动互联网,开发|测试|运维类,"五险一金,岗位晋升,技能培训,定期体检",后端开发,北京
257,北京聚道科技有限公司,GeneDock,15-50人,B轮,海淀区,高级后端开发工程师（python),5-10年,本科,20k-40k,精准医疗独角兽企业,"医疗丨健康,数据服务",开发|测试|运维类,"股票期权,带薪年假,扁平管理,定期体检",后端开发,北京
258,梅卡曼德（北京）机器人科技有限公司,梅卡曼德,150-500人,B轮,海淀区,软件工程师(Python),1-3年,硕士,20k-35k,人工智能，知名风投，五险一金,"企业服务,硬件",开发|测试|运维类,"股票期权,午餐补助,扁平管理,技能培训",后端开发,北京
259,北京靠谱筹信息技术有限公司,窄门集团,50-150人,C轮,朝阳区,python工程师,3-5年,大专,15k-25k,五险一金，周末双休，定期体检，年底双薪,"移动互联网,金融",开发|测试|运维类,"技能培训,节日礼物,股票期权,带薪年假",后端开发,北京
260,上海微创软件股份有限公司,微创软件,2000人以上,不需要融资,海淀区,Python开发工程师,1-3年,本科,13k-15k,弹性办公 大平台,"企业服务,移动互联网",开发|测试|运维类,"绩效奖金,带薪年假,定期体检,弹性工作",后端开发,北京
261,易玩（上海）网络科技有限公司,TapTap,50-150人,B轮,闸北区,服务应用工程师（python）(J11725),3-5年,本科,20k-30k,知名团队 福利好 环境优,"游戏,社交",开发|测试|运维类,"年底双薪,绩效奖金,交通补助,带薪年假",后端开发,上海
262,深圳市橙智科技有限公司,橙智科技,15-50人,不需要融资,南山区,Python开发工程师,在校/应届,本科,4k-8k,能源互联网独角兽，高速发展，业绩分红,移动互联网,开发|测试|运维类,"股票期权,专项奖金,绩效奖金,通讯津贴",后端开发,深圳
263,圆通速递有限公司,圆通,2000人以上,上市公司,余杭区,Python开发工程师,3-5年,本科,15k-30k,"上市公司,前景好,氛围好,调薪机会多",物流丨运输,开发|测试|运维类,"技能培训,免费班车,专项奖金,岗位晋升",后端开发,杭州
264,中文在线数字出版集团股份有限公司,中文在线,500-2000人,上市公司,东城区,python服务端开发,5-10年,本科,20k-40k,上市公司,"教育,文娱丨内容",开发|测试|运维类,"年底双薪,股票期权,绩效奖金,带薪年假",后端开发,北京
265,北京音娱时光科技有限公司,音娱时光,50-150人,B轮,海淀区,高级python开发工程师,5-10年,本科,25k-45k,技术氛围好;团队优秀;,移动互联网,开发|测试|运维类,"年底双薪,绩效奖金,带薪年假,免费健身",后端开发,北京
266,深圳市小牛在线互联网信息咨询有限公司,小牛在线,2000人以上,D轮及以上,朝阳区,python开发工程师,3-5年,本科,30k-50k,福利待遇多,金融,开发|测试|运维类,,后端开发,北京
267,上海信易信息科技股份有限公司,信易科技,15-50人,上市公司,浦东新区,Python开发工程师,在校/应届,本科,10k-20k,"核心产品,六险一金,上市公司,周末双休",金融,开发|测试|运维类,"技能培训,年底双薪,节日礼物,绩效奖金",后端开发,上海
268,四川倍施特科技股份有限公司,团子出行（原四川汽车票务网）,150-500人,上市公司,高新区,python工程师,在校/应届,本科,5k-7k,七险一金、交通补贴、周末双休,移动互联网,开发|测试|运维类,"技能培训,节日礼物,年底双薪,股票期权",后端开发,成都
269,上海骞云信息科技有限公司,CloudChef,50-150人,B轮,杨浦区,高级Python开发工程师,3-5年,本科,15k-30k,"带薪年假,五险一金,团建旅游,补充公积金","企业服务,数据服务",开发|测试|运维类,"股票期权,带薪年假,定期体检,弹性工作",后端开发,上海
270,广东紫晶信息存储技术股份有限公司,广东紫晶,150-500人,未融资,番禺区,Python开发工程师,1-3年,本科,8k-14k,上市公司&amp;五险一金&amp;周末双休,"数据服务,其他",开发|测试|运维类,"五险一金,工龄工资,上市公司",后端开发,广州
271,上海赛舵智能科技有限公司,赛舵智能,15-50人,天使轮,闵行区,后端工程师（Python/Golang）,3-5年,本科,20k-40k,创业公司 从0-1 充分授权 博取未来,企业服务,开发|测试|运维类,,后端开发,上海
272,西部证券股份有限公司,西部证券,150-500人,上市公司,浦东新区,python开发工程师,3-5年,本科,15k-25k,学习成长,金融,开发|测试|运维类,,后端开发,上海
273,北京聚道科技有限公司,GeneDock,15-50人,B轮,海淀区,后端开发工程师（python),1-3年,本科,15k-30k,精准医疗独角兽企业,"医疗丨健康,数据服务",开发|测试|运维类,"股票期权,带薪年假,扁平管理,定期体检",后端开发,北京
274,厦门引量科技有限公司,引量,50-150人,未融资,思明区,python开发工程师,1-3年,本科,12k-20k,年终奖 带薪年假 下午茶,软件开发,开发|测试|运维类,,后端开发,厦门
275,艾迈科斯媒体科技（北京）有限公司,艾迈科斯媒体科技（北京）有限公司,150-500人,B轮,东城区,Python后端开发,1-3年,本科,18k-25k,近亿日活，六险一金，三餐下午茶，出国旅游,"文娱丨内容,软件开发",开发|测试|运维类,"年底双薪,带薪年假,定期体检,弹性工作",后端开发,北京
276,北京红棉小冰科技有限公司,小冰,50-150人,A轮,海淀区,Python后端开发工程师,1-3年,本科,15k-25k,弹性工作制；五险一金、补充商业保险、餐补等,人工智能,开发|测试|运维类,,后端开发,北京
277,上海众言网络科技有限公司,问卷网@爱调研,150-500人,C轮,徐汇区,python后端工程师,3-5年,本科,14k-20k,核心业务 技术大牛 电脑升降桌 就是干！,移动互联网,开发|测试|运维类,"技能培训,节日礼物,年底双薪,绩效奖金",后端开发,上海
278,上海众言网络科技有限公司,问卷网@爱调研,150-500人,C轮,徐汇区,python高级开发工程师,3-5年,本科,15k-30k,五险一金 职业晋升,移动互联网,开发|测试|运维类,"技能培训,节日礼物,年底双薪,绩效奖金",后端开发,上海
279,北京棕榈创想科技有限公司,PALMAX,150-500人,A轮,海淀区,python研发工程师,1-3年,本科,12k-20k,专业团队 稳定项目 五险一金 试用期全薪,移动互联网,开发|测试|运维类,"绩效奖金,交通补助,定期体检,午餐补助",后端开发,北京
280,Foris Limited,Crypto.com,150-500人,B轮,南山区,python开发工程师（量化开发）,3-5年,本科,25k-50k,20天有薪年假，具有竞争力的薪资，1075，双休,"移动互联网,电商",开发|测试|运维类,"20天年假,外企氛围,大牛云集,弹性工作",后端开发,深圳
281,上海大岂网络科技有限公司,MoSeeker仟寻,150-500人,B轮,徐汇区,资深Python工程师,5-10年,本科,15k-30k,"超长年假,互联网,创业团队",移动互联网,开发|测试|运维类,"带薪年假,年终分红,节日礼物,技能培训",后端开发,上海
