,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
153,北京通铭教育科技股份有限公司,通铭教育,150-500人,上市公司,海淀区,java开发工程师,1-3年,本科,12k-15k,技术大牛,"企业服务,教育",开发|测试|运维类,"年底双薪,带薪年假,绩效奖金,岗位晋升",后端开发,北京
154,紫光云数科技有限公司,紫光云数,2000人以上,不需要融资,朝阳区,java开发工程师,不限,本科,7k-14k,"六险一金,薪资全额","企业服务,数据服务",开发|测试|运维类,"交通补助,定期体检,年底双薪,帅哥多",后端开发,北京
155,杭州一知智能科技有限公司,一知智能,50-150人,A轮,萧山区,Java工程师,3-5年,本科,13k-25k,"技术氛围浓,五险一金,优福利待遇","移动互联网,数据服务",开发|测试|运维类,"股票期权,带薪年假,通讯津贴,午餐补助",后端开发,杭州
156,广州雳德信息科技有限公司,雳德,50-150人,未融资,天河区,java开发工程师,3-5年,大专,10k-13k,绩效奖金/各项补贴/双休/带薪年假,"移动互联网,其他",开发|测试|运维类,"五险一金,弹性工作,年度旅游,岗位晋升",后端开发,广州
157,上海机场国际旅行社有限公司,机场国旅,500-2000人,未融资,长宁区,java高级开发工程师,3-5年,本科,22k-36k,额外年休假 晋升空间大 扁平化管理 领导好,旅游,开发|测试|运维类,"股票期权,绩效奖金,带薪年假,定期体检",后端开发,上海
158,成都开心音符科技有限公司,开心音符,15-50人,A轮,高新区,java开发工程师,3-5年,本科,15k-25k,年终奖 团建 下午茶,"社交,软件开发",开发|测试|运维类,,后端开发,成都
159,北京步峰信息技术有限公司,步峰信息,50-150人,不需要融资,石景山区,Java,1-3年,大专,12k-20k,办公环境优雅，氛围轻松，位置交通便利。,"移动互联网,企业服务",开发|测试|运维类,,后端开发,北京
160,深圳市法本信息技术股份有限公司,法本信息,2000人以上,上市公司,南山区,java开发工程师,1-3年,本科,10k-14k,办公场所高大上，人性化管理，发展前景好,"企业服务,软件开发",开发|测试|运维类,,后端开发,深圳
161,上海微创软件股份有限公司,微创软件,2000人以上,不需要融资,徐汇区,java开发工程师,3-5年,本科,13k-17k,大平台、人工智能,"企业服务,移动互联网",开发|测试|运维类,"绩效奖金,带薪年假,定期体检,弹性工作",后端开发,上海
162,上海洋码头网络技术有限公司,洋码头,150-500人,D轮及以上,静安区,java开发工程师,3-5年,本科,20k-30k,跨境黄埔军校 成长空间大 弹性工作 牛人多,"移动互联网,电商",开发|测试|运维类,"五险一金,年度旅游,午餐补助,定期体检",后端开发,上海
163,深圳航天信息有限公司,深圳航信,500-2000人,上市公司,福田区,java工程师,3-5年,本科,10k-20k,五险一金 国企 领导好 氛围好,"信息安全,数据服务",开发|测试|运维类,,后端开发,深圳
164,深圳市博悦科创科技有限公司,博悦科创,500-2000人,不需要融资,南山区,JAVA开发工程师,1-3年,大专,10k-18k,"JAVA,五险一金,年终奖,节日福利",移动互联网,开发|测试|运维类,"年底双薪,定期体检,绩效奖金,技能培训",后端开发,深圳
165,上海微创软件股份有限公司,微创软件,2000人以上,不需要融资,闵行区,高级java开发工程师,3-5年,大专,15k-25k,独角兽 大牛云集 扁平化 挑战高 成长快,"企业服务,移动互联网",开发|测试|运维类,"绩效奖金,带薪年假,定期体检,弹性工作",后端开发,上海
166,深圳白骑士科技有限公司,白骑士,50-150人,A轮,南山区,高级java开发工程师,3-5年,本科,18k-35k,发展前景，成长空间，行业大牛，培训机制,"企业服务,金融",开发|测试|运维类,"发展前景,成长空间,扁平管理,体系化运营",后端开发,深圳
167,上海亦存网络科技有限公司,坚果云,50-150人,不需要融资,浦东新区,高级Java开发工程师,3-5年,本科,24k-25k,"技术前沿,扁平化管理，年终奖丰厚","企业服务,数据服务",开发|测试|运维类,"技能培训,带薪年假,五险一金,住房补贴",后端开发,上海
168,广州合摩计算机科技有限公司,爱员工,150-500人,B轮,天河区,JAVA开发工程师,3-5年,本科,15k-25k,"牛人多,架构扁平,上升空间大",移动互联网,开发|测试|运维类,,后端开发,广州
169,杭州涂鸦信息技术有限公司,涂鸦智能,500-2000人,C轮,南山区,Java开发工程师-深圳,3-5年,不限,15k-25k,弹性工作 独角兽 年度旅游 带薪年假,"移动互联网,硬件",开发|测试|运维类,"5星办公环境,年底奖金,团队牛B,五险一金",后端开发,深圳
170,海尔集团,海尔集团,2000人以上,上市公司,松江区,高级java开发工程师,5-10年,本科,20k-30k,行业前景好 公司背景强大,"物联网,电商",开发|测试|运维类,"节日礼物,带薪年假,扁平管理,五险一金",后端开发,上海
171,厦门亿联网络技术股份有限公司深圳分公司,亿联网络,500-2000人,上市公司,南山区,java开发工程师,3-5年,本科,15k-25k,16薪，五险一金，多次调薪,移动互联网 硬件,开发|测试|运维类,"年底双薪,带薪年假,定期体检,股票期权",后端开发,深圳
172,武汉佰钧成技术有限责任公司,武汉佰钧成技术有限责任公司,2000人以上,不需要融资,武汉经济技术开发区,java开发工程师,3-5年,本科,10k-15k,发展前景,移动互联网,开发|测试|运维类,"带薪年假,计算机软件,管理规范,定期体检",后端开发,武汉
173,武汉佰钧成技术有限责任公司,武汉佰钧成技术有限责任公司,2000人以上,不需要融资,龙华新区,Java开发工程师,3-5年,本科,30k-50k,晋升空间大，入职缴纳六险一金,移动互联网,开发|测试|运维类,"带薪年假,计算机软件,管理规范,定期体检",后端开发,深圳
174,杭州米络星科技（集团）有限公司,米络星科技,500-2000人,不需要融资,拱墅区,高级java开发工程师,5-10年,本科,20k-30k,福利待遇良好，公司前景不错,移动互联网,开发|测试|运维类,"年底双薪,绩效奖金,专项奖金,五险一金",后端开发,杭州
175,北京北明数科信息技术有限公司,北明数科,150-500人,不需要融资,天河区,java高级开发工程师,3-5年,本科,15k-30k,六险一金、带薪年假、班车、餐补、房补、免费体检,移动互联网,开发|测试|运维类,,后端开发,广州
176,成都鼎安华智慧物联网股份有限公司,成都鼎安华,50-150人,未融资,高新区,高级java开发工程师,5-10年,本科,18k-22k,六险一金，晋升空间大，团队氛围好,"移动互联网,数据服务",开发|测试|运维类,"绩效奖金,通讯津贴,年度旅游,领导好",后端开发,成都
177,北京同程旅业投资集团有限公司,同程旅业,2000人以上,未融资,工业园区,java,3-5年,本科,10k-15k,发展前景好,旅游,开发|测试|运维类,,后端开发,苏州
178,章鱼风云互联网科技（北京）有限公司,章鱼风云,50-150人,未融资,朝阳区,java开发工程师,3-5年,本科,18k-25k,七险一金、弹性工时、各类补助,体育 文娱丨内容,开发|测试|运维类,,后端开发,北京
179,大启科技（上海）有限公司,大启科技,15-50人,不需要融资,徐汇区,java开发工程师,3-5年,本科,20k-30k,加班少环境氛围好、福利待遇好,软件开发,开发|测试|运维类,,后端开发,上海
180,上海顶昂信息科技有限公司,上海顶昂,50-150人,不需要融资,静安区,JAVA高级开发工程师,5-10年,本科,15k-20k,"五险一金,商业保险,员工福利,年轻团队","移动互联网,硬件",开发|测试|运维类,"带薪年假,节日礼物,五险一金,扁平管理",企业软件,上海
181,杭州格像科技有限公司,爱自拍,50-150人,A轮,西湖区,java高级开发工程师,3-5年,本科,18k-28k,六险一金、年度旅游、年度体检、年休假,移动互联网,开发|测试|运维类,"午餐补助,年度旅游,弹性工作,领导好",后端开发,杭州
182,广州回头车信息科技有限公司,省省回头车,150-500人,A轮,雨花台区,java开发工程师,3-5年,本科,15k-30k,行业发展前景,消费生活,开发|测试|运维类,"五险一金,带薪年假,年度旅游,岗位晋升",后端开发,南京
183,湖南特能博世科技有限公司,特能博世科技,150-500人,未融资,天心区,JAVA开发工程师,3-5年,本科,10k-15k,差旅补助 季度奖金 年终奖金,"数据服务,其他",开发|测试|运维类,"绩效奖金,带薪年假,定期体检,年终分红",后端开发,长沙
184,杭州半云科技有限公司,半云科技,150-500人,天使轮,西湖区,java开发工程师,1-3年,本科,6k-12k,节日福利、定期体检、六险一金、绩效奖金,移动互联网,开发|测试|运维类,,后端开发,杭州
185,医声医事（北京）科技有限公司,医声医事,50-150人,A轮,海淀区,高级java开发工程师,3-5年,本科,20k-30k,五险一金、带薪年假、地铁周边、领导nice,"医疗丨健康,软件开发",开发|测试|运维类,"岗位晋升,五险一金,带薪年假,年底奖金",后端开发,北京
186,瞬联软件科技（北京）有限公司,瞬联软件科技（北京）有限公司,500-2000人,不需要融资,西湖区,Java开发工程师,1-3年,本科,10k-20k,六险一金 双休 带薪年假 体检,"移动互联网,企业服务",开发|测试|运维类,"高薪,节日礼物,弹性工作,带薪年假",后端开发,杭州
187,北京宇信科技集团股份有限公司,宇信易诚,2000人以上,上市公司,丰台区,java开发工程师,3-5年,本科,12k-15k,业务创新，前沿技术，稳定且有发展空间,企业服务,开发|测试|运维类,"年底双薪,通讯津贴,定期体检,节日礼物",后端开发,北京
188,深圳市优学天下教育发展股份有限公司,优学派智慧教育,500-2000人,未融资,高新区,java开发工程师,3-5年,本科,10k-15k,周末双休 五险一金 年终奖,"教育,移动互联网",开发|测试|运维类,,后端开发,成都
189,威讯柏睿数据科技（北京）有限公司,柏睿数据,50-150人,B轮,城关区,Java,1-3年,本科,5k-9k,大数据 多绩效 BI 数据仓储,"数据服务,信息安全",开发|测试|运维类,"股票期权,专项奖金,带薪年假,弹性工作",后端开发,兰州
190,北京齿轮易创科技有限公司,齿轮易创,50-150人,A轮,历城区,java开发工程师,5-10年,大专,10k-15k,大牛云集 扁平管理 飞速成长 晋升空间,"企业服务,移动互联网",开发|测试|运维类,"年底双薪,高速成长,每周培训,弹性办公时间",后端开发,济南
191,横琴人寿保险有限公司,横琴人寿,150-500人,不需要融资,丰台区,java开发工程师,5-10年,本科,20k-25k,饭补 交通补 通讯补 年终奖 下午茶,金融,开发|测试|运维类,,后端开发,北京
192,深圳前海百递网络有限公司,金蝶快递100,150-500人,A轮,南山区,java开发工程师,5-10年,本科,15k-25k,稳定的盈利能力，六险一金，食堂、班车,"消费生活,移动互联网",开发|测试|运维类,"年底双薪,专项奖金,定期体检,下午茶",后端开发,深圳
193,秒针信息技术有限公司,明略科技集团,2000人以上,D轮及以上,东湖新技术开发区,java开发工程师,1-3年,本科,10k-18k,广阔的职位发展空间 丰厚的薪资福利,"数据服务,广告营销",开发|测试|运维类,"六险一金,年底双薪,绩效奖金,完成E轮融资",后端开发,武汉
194,秒针信息技术有限公司,明略科技集团,2000人以上,D轮及以上,雨花台区,高级java开发工程师,5-10年,本科,20k-25k,广阔的职位发展前景 丰厚的薪资待遇,"数据服务,广告营销",开发|测试|运维类,"六险一金,年底双薪,绩效奖金,完成E轮融资",后端开发,南京
195,上海基煜基金销售有限公司,基煜基金,50-150人,上市公司,杨浦区,java开发工程师,3-5年,本科,15k-20k,互联网金融,其他,开发|测试|运维类,"岗位晋升,五险一金,交通补助,通讯津贴",后端开发,上海
196,成都数聚城堡科技有限公司,DataCastle,15-50人,天使轮,高新区,Java工程师,1-3年,本科,10k-14k,奖金，带薪假，培训，节假日福利，补贴,移动互联网,开发|测试|运维类,"年底双薪,股票期权,带薪年假,午餐补助",后端开发,成都
197,浙江海高控股集团有限公司,海高控股,500-2000人,不需要融资,西湖区,高级java开发工程师,5-10年,本科,20k-30k,福利待遇好,"移动互联网,医疗丨健康",开发|测试|运维类,"年底双薪,绩效奖金,带薪年假,定期体检",后端开发,杭州
198,浙江惠瀜网络科技有限公司,惠瀜,50-150人,A轮,萧山区,高级java开发工程师,5-10年,本科,22k-30k,双休，五险一金，团队稳定,软件开发,开发|测试|运维类,"带薪年假,午餐补助,定期体检,年底双薪",后端开发,杭州
199,贝壳找房（北京）科技有限公司,贝壳,2000人以上,上市公司,海淀区,高级java开发工程师,5-10年,本科,30k-60k,六险二金，包三餐，打车报销，弹性,房产家居,开发|测试|运维类,"股票期权,带薪年假,绩效奖金,扁平管理",后端开发,北京
200,秒针信息技术有限公司,明略科技集团,2000人以上,D轮及以上,雨花台区,java工程师,3-5年,本科,15k-20k,广阔的职位发展前景 丰厚的薪资待遇,"数据服务,广告营销",开发|测试|运维类,"六险一金,年底双薪,绩效奖金,完成E轮融资",后端开发,南京
201,浙江钛坦科技有限公司,钛坦科技,50-150人,不需要融资,滨江区,java开发工程师,1-3年,本科,18k-25k,技术研发型公司,"电商,软件开发",开发|测试|运维类,"五险一金,节日礼物,管理规范,岗位晋升",后端开发,杭州
202,杭州半云科技有限公司,半云科技,150-500人,天使轮,鼓楼区,Java开发工程师,1-3年,本科,6k-12k,节日福利、定期体检、六险一金、绩效奖金,移动互联网,开发|测试|运维类,,后端开发,福州
203,深圳白骑士科技有限公司,白骑士,50-150人,A轮,南山区,java工程师,1-3年,本科,8k-15k,发展前景，成长空间，行业大牛，培训机制,"企业服务,金融",开发|测试|运维类,"发展前景,成长空间,扁平管理,体系化运营",后端开发,深圳
204,北京鼎盾信息科技有限公司,鼎盾科技,50-150人,不需要融资,西城区,java开发工程师,1-3年,本科,8k-15k,五险一金 定期体检 发展空间大 弹性工作,移动互联网,开发|测试|运维类,"绩效奖金,五险一金,带薪年假,节日礼物",后端开发,北京
205,广州合摩计算机科技有限公司,爱员工,150-500人,B轮,天河区,高级JAVA开发工程师,5-10年,本科,18k-36k,"拟上市公司,B+轮,技术大牛",移动互联网,开发|测试|运维类,,后端开发,广州
206,深圳市博奥特科技有限公司,博奥特科技,500-2000人,未融资,罗湖区,java开发工程师,5-10年,大专,15k-20k,工作氛围好，项目稳定，假期多，每月下午茶,"移动互联网,金融",开发|测试|运维类,"绩效奖金,领导好,帅哥多,美女多",后端开发,深圳
207,上海微创软件股份有限公司,微创软件,2000人以上,不需要融资,朝阳区,Java开发工程师,3-5年,本科,10k-13k,大平台,"企业服务,移动互联网",开发|测试|运维类,"绩效奖金,带薪年假,定期体检,弹性工作",后端开发,北京
208,微梦创科网络科技（中国）有限公司,微博,2000人以上,上市公司,海淀区,JAVA开发工程师,3-5年,本科,22k-35k,重点项目、技术挑战、高并发应用,文娱丨内容,开发|测试|运维类,"年底双薪,专项奖金,股票期权,五险一金",后端开发,北京
209,萨科（深圳）科技有限公司,鲁班到家,150-500人,未融资,宝安区,java开发工程师,不限,本科,11k-15k,五险一金 带薪年假 节日福利 零食水果,消费生活,开发|测试|运维类,"股票期权,年终分红,零食水果,扁平管理",后端开发,深圳
210,横琴人寿保险有限公司,横琴人寿,150-500人,不需要融资,丰台区,java开发工程师,1-3年,本科,11k-22k,"金融、福利好,核心系统,团队氛围好",金融,开发|测试|运维类,,后端开发,北京
211,上海汇石数字科技有限公司,汇石数科,50-150人,未融资,静安区,java开发工程师,3-5年,本科,15k-25k,发展空间大，薪酬福利好,"移动互联网,金融",开发|测试|运维类,"节日礼物,年底双薪,专项奖金,带薪年假",后端开发,上海
212,北京鸿链科技有限公司,鸿链科技,50-150人,A轮,顺义区,Java,3-5年,本科,12k-24k,"五险一金,十三薪,年底奖金","物联网,软件开发",开发|测试|运维类,"年底双薪,带薪年假,弹性工作,五险一金",后端开发,北京
213,深圳市佐朋数字科技有限公司,佐朋数科,15-50人,天使轮,南山区,Java开发工程师,3-5年,本科,18k-30k,弹性工作制，不限时间，地点，只要完成任务,"企业服务,软件开发",开发|测试|运维类,,后端开发,深圳
214,深圳市法本信息技术股份有限公司,法本信息,2000人以上,上市公司,天河区,java开发工程师,3-5年,大专,13k-22k,五险一金 周末双休 车补 下午茶,"企业服务,软件开发",开发|测试|运维类,,后端开发,广州
215,融捷教育科技有限公司,融捷教育,50-150人,不需要融资,海淀区,java开发工程师,1-3年,本科,12k-15k,十三薪 补充医疗 餐补 交通补助 通讯补助,教育,开发|测试|运维类,,后端开发,北京
216,广州六一信息科技有限公司,六一教育,500-2000人,B轮,天河区,java开发工程师,1-3年,本科,10k-15k,微服务/教育直播/系统重构,教育,开发|测试|运维类,"年底双薪,五险一金,弹性工作,股票期权",后端开发,广州
217,成都厚立信息技术有限公司,厚立信息,50-150人,天使轮,高新区,Java工程师,3-5年,大专,11k-16k,项目奖/交通补助/全勤奖/电脑补贴,"医疗丨健康,数据服务",开发|测试|运维类,"年底双薪,带薪年假,交通补助,定期体检",后端开发,成都
218,武汉微思敦网络技术有限公司,微思敦,150-500人,未融资,南山区,高级Java开发工程师,5-10年,本科,15k-25k,"五险一金,周末双休,年底双薪,半年度调薪","移动互联网,广告营销",开发|测试|运维类,"五险一金,绩效奖金,交通补助,通讯津贴",后端开发,深圳
219,上海诺互汽车服务有限公司,诺互汽车,500-2000人,未融资,普陀区,java开发工程师,1-3年,本科,10k-20k,直播项目,"消费生活,其他",开发|测试|运维类,,后端开发,上海
220,深圳市雪球科技有限公司,雪球科技,50-150人,B轮,浦东新区,高级java开发工程师,3-5年,大专,18k-36k,"商业保险,下午茶，季度团建","移动互联网,信息安全",开发|测试|运维类,"年底双薪,技能培训,岗位晋升,扁平管理",后端开发,上海
221,亚创（上海）工程技术有限公司,Altran （亚创）,2000人以上,上市公司,长宁区,java开发工程师,1-3年,本科,10k-15k,外企 做五休二 不加班,"企业服务,硬件",开发|测试|运维类,"年底双薪,专项奖金,带薪年假,绩效奖金",后端开发,上海
222,北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,高级java开发工程师,3-5年,本科,15k-25k,大数据人工智能企业、绩效奖金、技术牛人,"数据服务,企业服务",开发|测试|运维类,"节日礼物,年底双薪,带薪年假,午餐补助",后端开发,北京
223,环球资源广告（深圳）有限公司,环球资源,500-2000人,上市公司,福田区,Java开发工程师,1-3年,大专,6k-10k,"大平台,福利齐全,培训完善,职业发展好","消费生活,电商",开发|测试|运维类,"年底双薪,定期体检,带薪年假,晋升透明",后端开发,深圳
224,上海顶昂信息科技有限公司,上海顶昂,50-150人,不需要融资,静安区,java开发工程师,3-5年,本科,15k-25k,五险一金，生日福利，员工旅游等,"移动互联网,硬件",开发|测试|运维类,"带薪年假,节日礼物,五险一金,扁平管理",后端开发,上海
225,北京小链科技有限责任公司,北京小链科技有限责任公司,150-500人,B轮,海淀区,高级java开发工程师,5-10年,本科,28k-35k,餐补、饭补、五险一金,区块链,开发|测试|运维类,"年终分红,带薪年假,交通补助,午餐补助",后端开发,北京
226,武汉佰钧成技术有限责任公司,武汉佰钧成技术有限责任公司,2000人以上,不需要融资,东湖新技术开发区,java开发工程师,1-3年,本科,10k-15k,大牛带队，环境nice,移动互联网,开发|测试|运维类,"带薪年假,计算机软件,管理规范,定期体检",后端开发,武汉
227,杭州咿啦科技有限公司,咿啦看书,150-500人,A轮,滨江区,java开发工程师,1-3年,本科,10k-14k,晋升通道敞亮,"教育,软件开发",开发|测试|运维类,"带薪年假,弹性工作,领导好,扁平管理",后端开发,杭州
228,武汉佰钧成技术有限责任公司,武汉佰钧成技术有限责任公司,2000人以上,不需要融资,余杭区,java开发工程师,3-5年,大专,15k-20k,外包到阿里，近距离接触阿里的项目和技术,移动互联网,开发|测试|运维类,"带薪年假,计算机软件,管理规范,定期体检",后端开发,杭州
229,地坪线（北京）科技有限公司,地坪线,150-500人,未融资,海淀区,高级java开发工程师,5-10年,本科,30k-50k,14薪 加班少 领导nice 全额社保公积金,电商,开发|测试|运维类,,后端开发,北京
230,网易（杭州）网络有限公司,网易,2000人以上,上市公司,海淀区,高级Java开发工程师,1-3年,本科,15k-30k,"大厂,福利好,背景好",电商,开发|测试|运维类,"节日礼物,技能培训,免费班车,带薪年假",后端开发,北京
231,网易（杭州）网络有限公司,网易,2000人以上,上市公司,徐汇区,高级Java开发工程师,3-5年,本科,20k-40k,"平台大,团队氛围好,福利好",电商,开发|测试|运维类,"节日礼物,技能培训,免费班车,带薪年假",后端开发,上海
232,深圳市众云网有限公司,众云网,50-150人,不需要融资,南山区,java开发工程师,不限,本科,8k-15k,双休，年终奖，节假日福利,"企业服务,信息安全",开发|测试|运维类,"节日礼物,股票期权,带薪年假,绩效奖金",后端开发,深圳
233,深圳市爱租机科技有限公司,爱租机,150-500人,B轮,南山区,java开发工程师,3-5年,大专,14k-20k,双休 五险一金,移动互联网,开发|测试|运维类,"年底双薪,股票期权,带薪年假,交通补助",后端开发,深圳
234,上海钢软信息技术工程股份有限公司,上海钢软,500-2000人,上市公司,宝山区,Java高级开发工程师,5-10年,本科,25k-35k,发展前景好，团队实力强,"移动互联网,电商",开发|测试|运维类,"专项奖金,带薪年假,绩效奖金,定期体检",后端开发,上海
235,北京怡合春天科技有限公司,本木医疗,50-150人,不需要融资,朝阳区,高级Java开发工程师,5-10年,本科,28k-40k,"薪资高,福利多","移动互联网,消费生活",开发|测试|运维类,"股票期权,专项奖金,绩效奖金,午餐补助",后端开发,北京
236,北京联龙博通电子商务技术有限公司,联龙博通,2000人以上,D轮及以上,南山区,java开发工程师,3-5年,本科,12k-16k,发展前景大 平台好,"移动互联网,电商",开发|测试|运维类,"节日礼物,技能培训,带薪年假,绩效奖金",后端开发,深圳
237,成都博彦软件技术有限公司,博彦科技,2000人以上,上市公司,南山区,java开发工程师,3-5年,大专,12k-18k,发展前景广,"企业服务,软件开发",开发|测试|运维类,,后端开发,深圳
238,上海机场国际旅行社有限公司,机场国旅,500-2000人,未融资,长宁区,Java高级开发工程师,3-5年,本科,15k-30k,机场及携程背景，从0-1开发,旅游,开发|测试|运维类,"股票期权,绩效奖金,带薪年假,定期体检",后端开发,上海
239,北京新数科技有限公司,新数科技,150-500人,A轮,南山区,高级java开发工程师,3-5年,本科,15k-25k,非外包、企业级产品研发、技术公司,企业服务,开发|测试|运维类,"技能培训,股票期权,带薪年假,岗位晋升",后端开发,深圳
240,北京易点淘网络技术有限公司,易点租,500-2000人,D轮及以上,海淀区,高级java开发工程师,3-5年,本科,20k-40k,薪资高，福利好，标配14薪,电商,开发|测试|运维类,"绩效奖金,岗位晋升,五险一金,午餐补助",后端开发,北京
241,上海维信荟智金融科技有限公司,维信金科,2000人以上,上市公司,虹口区,java开发工程师,1-3年,本科,15k-18k,周末双休 扁平化管理 团队氛围佳,金融,开发|测试|运维类,"技能培训,节日礼物,年底双薪,带薪年假",后端开发,上海
242,浙江盘石信息技术股份有限公司,浙江盘石,2000人以上,D轮及以上,拱墅区,高级java开发工程师,5-10年,本科,18k-25k,五险一金、包吃、健身房、带薪年假,"移动互联网,广告营销",开发|测试|运维类,"节日礼物,股票期权,带薪年假,岗位晋升",后端开发,杭州
243,广州东方电科自动化有限公司,东方电科,150-500人,上市公司,萝岗区,java开发工程师,3-5年,本科,8k-15k,六险一金、年度旅行、年度体检、节假日福利,"硬件,其他",开发|测试|运维类,,后端开发,广州
244,贝壳找房（北京）科技有限公司,贝壳,2000人以上,上市公司,海淀区,java高级开发工程师,不限,本科,30k-50k,核心业务、中台建设,房产家居,开发|测试|运维类,"股票期权,带薪年假,绩效奖金,扁平管理",后端开发,北京
245,广州南天电脑系统有限公司,广州南天,500-2000人,上市公司,天河区,java开发工程师,3-5年,本科,10k-13k,"五险一金,年终奖金,带薪年假,节日福利",数据服务,开发|测试|运维类,"五险一金,带薪年假,节日礼物,年终奖金",后端开发,广州
246,广州南天电脑系统有限公司,广州南天,500-2000人,上市公司,番禺区,java开发工程师,1-3年,本科,8k-12k,"五险一金,年终奖金,带薪年假,周末双休",数据服务,开发|测试|运维类,"五险一金,带薪年假,节日礼物,年终奖金",后端开发,广州
247,深圳鲲鹏天下科技有限公司,鲲天下,15-50人,不需要融资,南山区,Java开发工程师,5-10年,大专,14k-24k,环境优 福利好 发展前景好 资金充足,"社交,软件开发",开发|测试|运维类,"年底双薪,带薪年假,交通补助,午餐补助",后端开发,深圳
248,大启科技（上海）有限公司,大启科技,15-50人,不需要融资,徐汇区,高级java开发工程师,5-10年,本科,25k-45k,待遇好加班少，世界五百强新零售，技术大牛,软件开发,开发|测试|运维类,,后端开发,上海
249,深圳无觅科技有限公司,无秘,150-500人,B轮,南山区,高级java开发工程师,3-5年,本科,30k-45k,大牛多 待遇丰厚 扁平化,"移动互联网,金融",开发|测试|运维类,"高速增长,股票期权,小而精,扁平管理",后端开发,深圳
250,深圳微米信息服务有限公司,WIMI LENDING++,50-150人,A轮,南山区,JAVA开发工程师,3-5年,本科,13k-20k,"大牛聚集地,扁平化管理,年轻活力","移动互联网,金融",开发|测试|运维类,"股票期权,定期体检,绩效奖金,专项奖金",后端开发,深圳
251,天津量子时代网络科技有限公司,话本小说,15-50人,A轮,朝阳区,高级java开发工程师,3-5年,本科,20k-40k,不打卡、免费零食、六险一金、住房房补,"移动互联网,文娱丨内容",开发|测试|运维类,"扁平管理,创业企业,弹性工作,平等文化",后端开发,北京
252,深圳道乐科技有限公司,深圳道乐,150-500人,未融资,南山区,java开发工程师,3-5年,本科,10k-20k,"待遇好, 年终奖励,高端资管行业积累","移动互联网,金融",开发|测试|运维类,"年终奖励,成长空间,扁平管理,美女多",后端开发,深圳
253,杭州惠合信息科技有限公司,惠合,50-150人,A轮,西湖区,高级java开发工程师,3-5年,本科,20k-25k,环境好，氛围好，老板好，福利好,"移动互联网,企业服务",开发|测试|运维类,"领导好,绩效奖金,带薪年假,扁平管理",后端开发,杭州
254,杭州涂鸦信息技术有限公司,涂鸦智能,500-2000人,C轮,西湖区,高级Java工程师 - SaaS平台,5-10年,本科,20k-40k,IoT平台引领者，行业独角兽，年轻的团队,"移动互联网,硬件",开发|测试|运维类,"5星办公环境,年底奖金,团队牛B,五险一金",后端开发,杭州
255,广东瀚阳轨道信息科技有限公司,广东瀚阳轨道信息科技...,50-150人,不需要融资,海珠区,高级java开发工程师,5-10年,本科,18k-25k,"六险一金,交通便利,节日礼品,团队氛围好","数据服务,信息安全",开发|测试|运维类,"午餐补助,岗位晋升,五险一金,定期体检",后端开发,广州
256,杭州启博科技有限公司,启博软件,150-500人,A轮,余杭区,java开发工程师,1-3年,大专,11k-17k,工作氛围好， 领导好，晋升空间大，,"移动互联网,电商",开发|测试|运维类,"技能培训,节日礼物,绩效奖金,岗位晋升",后端开发,杭州
257,上海易立德信息技术股份有限公司,易立德,500-2000人,不需要融资,龙岗区,java开发工程师,3-5年,大专,13k-26k,五险一金，年终奖金,移动互联网,开发|测试|运维类,,后端开发,南京
258,天下票仓（上海）网络科技 有限公司,天下票仓,50-150人,A轮,徐汇区,java开发工程师,3-5年,本科,10k-15k,国企工会福利，全额五险一金，生日福利，电影票,电商,开发|测试|运维类,"节日礼物,技能培训,绩效奖金,岗位晋升",后端开发,上海
259,贝壳找房（北京）科技有限公司,贝壳,2000人以上,上市公司,海淀区,JAVA,3-5年,不限,30k-50k,年底四薪，三餐免费，内部机会多，年假多,房产家居,开发|测试|运维类,"股票期权,带薪年假,绩效奖金,扁平管理",后端开发,北京
260,贝壳找房（北京）科技有限公司,贝壳,2000人以上,上市公司,海淀区,java高级开发工程师,3-5年,本科,20k-40k,16薪，免费三餐,房产家居,开发|测试|运维类,"股票期权,带薪年假,绩效奖金,扁平管理",后端开发,北京
261,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,余杭区,高级java开发工程师,3-5年,本科,20k-40k,横向支持整个字节，国际化,文娱丨内容,开发|测试|运维类,"扁平管理,弹性工作,大厨定制三餐,就近租房补贴",后端开发,杭州
262,深圳太极云软技术有限公司,太极云软,150-500人,上市公司,南山区,java开发工程师,3-5年,本科,10k-15k,弹性工作制 餐补 团队氛围好,软件开发,开发|测试|运维类,,后端开发,深圳
263,杭州华网信息技术有限公司,杭州华网,50-150人,A轮,浔阳区,java开发工程师,1-3年,本科,5k-10k,弹性工作五险一金周末双休带薪年假员工福利,"数据服务,教育",开发|测试|运维类,,后端开发,九江
264,北京达佳互联信息技术有限公司,快手,2000人以上,D轮及以上,海淀区,java开发工程师,不限,本科,20k-40k,房补，下午茶，健身房，商保,文娱丨内容,开发|测试|运维类,"股票期权,弹性工作,定期体检,岗位晋升",后端开发,北京
